Themes/Phrases,strength
Scenario Assumptions,1.0
technology-driven scenarios,1.0
generation level,1.0
technology assumptions,1.0
observed behavior patterns,1.5
consumer behavior,1.0
academic journal,1.0
little documentation,1.0
program spending assumptions,1.5
spending levels,1.0
economic literature,1.0
complete context,1.0
electricity generation,1.0
moderate level,1.0
reference case,1.0
future outcomes,1.0
information programs,1.0
electricity generation,1.0
complete analysis,1.0
declining intensity,1.0
critical assumptions,1.0
different scenarios,1.0
historical data,1.0
final value,1.0
electricity supply,1.0
electricity intensity,1.0
energy futures,1.0
reference case,1.0
significant increase,1.0
program spending,1.0
final intensity,1.0
projected trends,1.0
historical period,1.0
advanced scenario,1.0
similar policies,1.0
Scenario Analysis,1.0
national commitment,1.0
recent past,1.0
national commitment,1.0
scenario assumptions,1.0
including reference case assumptions,2.0
early emissions reductions,1.5
emissions caps,1.0
policy assumptions,1.0
start date,1.0
following page,1.0
complete data,1.0
Emission Projections,1.0
banked allowances,1.0
early reductions,1.0
emissions caps,1.0
banked allowances,1.0
horizontal line,1.0
banked allowances,1.0
reference case,1.0
scenario emission,1.0
mercury emissions,1.0
Using Scenario,1.0
remaining allowances,1.0
dotted line,1.0
scenario emissions,1.0
dotted line,1.0
horizontal line,1.0
metric tons,1.0
economic drivers,1.0
incremental expenditures,1.0
incremental expenditures,1.0
electricity sector,1.0
program costs,1.0
electricity sector,1.0
incremental expenditures,1.0
generation expenditures,1.0
scenarios change,1.0
varying levels,1.0
banked allowances,1.0
withdrawal necessitating,1.0
small decrease,1.0
early reductions,1.0
program spending,1.0
overall mix,1.0
gradual reduction,1.0
generation resources,1.0
unit generation costs,1.5
control equipment,1.0
electricity demand,1.0
level generation,1.0
unit cost,1.0
generation load,1.0
reference case,1.0
scenario constraints-but,1.0
electricity sector-spending,1.0
early reductions,1.0
allowance bank,1.0
reference case,1.0
Incremental Expenditures,1.0
marginal costs,1.0
emission reductions,1.0
Marginal Cost,1.0
Marginal Cost,1.0
Marginal Cost,1.0
additional actions,1.0
reference case,1.0
energy efficiency technology,1.5
similar pattern,1.0
expenditure increases,1.0
reduced demand,1.0
total expenditures,1.0
electric generation,1.0
marginal cost,1.0
carbon reductions,1.0
low carbon technologies,1.5
multi-emissions reduction scenarios,1.5
marginal cost,1.0
marginal cost,1.0
overall cost,1.0
returns cost,1.0
Marginal Costs,1.0
cost estimates,1.0
Marginal Cost,1.0
overall costs,1.0
efficiency technology,1.0
metric ton,1.0
marginal cost,1.0
additional cost,1.0
technology characteristics,1.0
marginal cost,1.0
average cost,1.0
marginal cost,1.0
overall estimate,1.0
underlying technology policy,1.5
marginal cost,1.0
carbon decreases,1.0
carbon prices,1.0
price signal,1.0
advanced scenarios,1.0
demand reductions,1.0
conventional pollutants,1.0
especially true,1.0
efficient coal technologies,1.5
modest comeback,1.0
coal-generated emissions,1.0
Fuel Use Impacts,1.5
Gas consumption increases,1.5
fossil fuel consumption,1.5
coal use,1.0
logical result,1.0
control costs,1.0
reference case,1.0
policy scenarios,1.0
total electricity consumption,1.5
successive scenario,1.0
electricity consumption,1.0
electricity prices,1.0
energy-efficient equipment,1.0
electricity demand,1.0
Total electricity expenditures,1.5
emissions reductions,1.0
Economy-wide Impacts,1.0
personal consumption,1.0
macroeconomic data,1.0
personal consumption,1.0
energy efficiency improvements,1.5
development programs,1.0
policy scenarios,1.0
AMIGA modeling system,1.5
Economic Impacts,1.0
overall productivity,1.0
energy bill savings,1.5
productivity gains,1.0
current generation,1.0
policy models,1.0
environmental quality,1.0
missing benefit,1.0
expensive electricity production,1.5
existing tax system,1.5
pollution control activities,1.5
major exceptions,1.0
omitted benefit,1.0
foregone consumption,1.0
industrial sector,1.0
cost side,1.0
energy efficiency technology,1.5
potential benefit,1.0
potential loss,1.0
capital stocks,1.0
systematic effort,1.0
electricity generation,1.0
capital stock,1.0
health benefits,1.0
significant changes,1.0
operational programs,1.0
relative cost,1.0
complete assessment,1.0
policy scenario,1.0
taxable income,1.0
detailed data,1.0
substantial emission reduction strategies,2.0
economic benefits,1.0
economic benefits,1.0
full accounting,1.0
technology improvements,1.0
proper characterization,1.0
appropriate analysis,1.0
appropriate model,1.0
Recent studies,1.0
economic consequences,1.0
appropriate framework,1.0
critical aspect,1.0
economic assessments,1.0
mere existence,1.0
net benefits,1.0
positive net benefits,1.5
credible data sources,1.5
current study,1.0
unanswered question,1.0
state-of-the-art modeling system,1.5
emission reduction,1.0
electric generation,1.0
restrictive technology assumptions,1.5
energy-efficient equipment,1.0
optimistic assumptions,1.0
electricity demand,1.0
reference case,1.0
energy-efficiency demand,1.0
supply technologies,1.0
total expenditures,1.0
electricity consumption,1.0
national commitment,1.0
scenario assumptions,1.0
reference case,1.0
policy assumptions,1.0
clean energy future,1.5
personal consumption,1.0
actual scenario outcomes,1.5
emission reductions,1.0
Economic Modeling,1.0
Nitrogen Oxides,1.0
Multiple Emissions,1.0
Energy-Efficient Economy,1.0
climate change policy,1.5
climate change policies,1.5
Multiple Emissions,1.0
Change Economics,1.0
implicit discount rates,1.5
hurdle rates,1.0
complete documentation,1.0
energy supply measures,1.5
policy excursions,1.0
Using Reference Case,1.5
Emission Constraints,1.0
Summary Tables,1.0
Emission Constraints,1.0
Emission Constraints,1.0
Scenario Assumptions,1.0
Emission Constraints,1.0
Scenario Assumptions,1.0
compatible balance,1.0
environmental laws,1.0
technical support,1.0
providing data,1.0
management approaches,1.0
indoor air pollution,1.5
engineering information,1.0
environmental regulations,1.0
ecological resources,1.0
water resources,1.0
research program,1.0
human activities,1.0
natural systems,1.0
public water systems,1.5
environmental problems today,1.5
science knowledge base,1.5
technical support,1.0
information transfer,1.0
long-term research plan,1.5
human health,1.0
reducing risks,1.0
subsurface resources,1.0
water quality,1.0
research effort,1.0
policy decisions,1.0
user community,1.0
multi-pollutant analysis,1.0
scenario assumptions,1.0
Cutting Carbon Emissions,1.5
Productivity Benefits,1.0
Cost-effective Energy Savings,1.5
Aleksandr Rudkevich,1.0
Energy-Efficient Economy,1.0
Distorting Taxes,1.0
detailed lists,1.0
Energy-Efficient Economy,1.0
general equilibrium modeling system,2.0
electric generating units,1.5
containing performance,1.0
interindustry data,1.0
low-carbon energy supply technologies,2.0
full-employment solution,1.0
comprehensive list,1.0
national income,1.0
emission rates,1.0
retail trade,1.0
economic growth paths,1.5
Argonne Unit,1.0
traditional cost criteria,1.5
dispatch routine,1.0
power applications,1.0
sulfur dioxide,1.0
nitrogen oxide,1.0
mercury emissions,1.0
dynamic effects,1.0
alternative investments,1.0
Compliance model,1.0
various permit prices,1.5
Climate change mitigation policy,2.0
main application,1.0
current reporting period,1.5
intertemporal optimization module,1.5
generating units,1.0
price incentives,1.0
various emission control technologies,2.0
full reporting period,1.5
electricity supply technologies,1.5
household demand,1.0
motor vehicles,1.0
energy substitutions,1.0
economic models,1.0
Explicit technology representation,1.5
availability status,1.0
interrelated products,1.0
consumption goods,1.0
trade balance,1.0
policy scenarios,1.0
producer capital,1.0
recent upgrades,1.0
electric generating sector,1.5
complete database,1.0
electric utility,1.0
non-utility generation sources,1.5
AMIGA modeling system,1.5
AMIGA modeling system,1.5
early reductions,1.0
voluntary initiatives,1.0
trade policies,1.0
near future,1.0
commercial buildings,1.0
electricity supply,1.0
cost-effective technologies,1.0
adoption rates,1.0
Work Assignment,1.0
Multipollutant Strategies,1.0
commercial products,1.0
trade names,1.0
Helpful suggestions,1.0
Economic Factors,1.0
multipollutant control strategies,1.5
technology installations,1.0
provided research,1.0
innovative control,1.0
economic factors,1.0
selective catalytic reduction,1.5
technology alternatives,1.0
implementation timing,1.0
reduction stringency,1.0
near future,1.0
stringent emission targets,1.5
market response,1.0
multipollutant control strategies,1.5
installing air pollution control technologies,2.5
control technologies,1.0
compliance alternatives,1.0
cost-effective measures,1.0
market response,1.0
time progresses,1.0
emission reductions,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
sufficient resources,1.0
emission reduction targets,1.5
improved scrubber,1.0
flue gas desulfurization,1.5
alternative solutions,1.0
important factor,1.0
control technologies,1.0
control technologies,1.0
sufficient time,1.0
resource availability,1.0
control technology,1.0
control technologies,1.0
coal-fired boiler,1.0
coal-fired boiler,1.0
honeycomb catalyst,1.0
Implementation Schedules,1.0
coal-fired boiler,1.0
Major components,1.0
coal-fired boiler,1.0
anticipated resources,1.0
additional control,1.0
installation timing,1.0
Multiple retrofits,1.0
major hardware component,1.5
flue gas stream,1.5
on-site use,1.0
equipment requirements,1.0
typically modest,1.0
total effort,1.0
FGD installations,1.0
space requirements,1.0
predominant technology,1.0
control technologies,1.0
flue gas stream,1.5
installing SCRs,1.0
SCR installations,1.0
construction equipment,1.0
dedicated mercury controls,1.5
relatively common,1.0
resource demand,1.0
heavy-lift cranes,1.0
current market,1.0
mechanical components,1.0
control technology,1.0
required resources,1.0
general construction labor,1.5
ample steel,1.0
boilermaker labor,1.0
skilled labor,1.0
labor requirements,1.0
sufficient supply,1.0
moderate increase,1.0
urea supply,1.0
commodity chemicals,1.0
primary pieces,1.0
excess capacity,1.0
currently substantial,1.0
emission reductions,1.0
limiting resource requirement,1.5
control installations,1.0
excess capacity problem,1.5
multipollutant program,1.0
market factors,1.0
global basis,1.0
ample supply,1.0
construction employment,1.0
Boilermaker Demand,1.0
Boilermaker Demand,1.0
SCR installations,1.0
coal-fired plants,1.0
Estimated Resources,1.0
Estimated Man-hours,1.0
Estimated Steel Requirement,1.5
Estimated Performance,1.0
Estimated Steel,1.0
Estimated Resources,1.0
Estimated Performance,1.0
Boilermaker Labor,1.0
Limestone Consumption,1.0
Distributed control system,1.5
gas desulfurization,1.0
carbon injection,1.0
logic controller,1.0
generating units,1.0
Coal-fired Boilers,1.0
coal-fired electricity-generating segment,1.5
forced oxidation,1.0
Estimated Resources,1.0
catalytic reduction,1.0
electric power sector,1.5
enhanced lime,1.0
fabric filter,1.0
environmental improvement,1.0
power sector,1.0
nitrogen oxides,1.0
sulfur dioxide,1.0
continuing concerns,1.0
additional control measures,1.5
emission reductions,1.0
generating power plants,1.5
coal-fired electricity,1.0
multiple pollutants,1.0
multipollutant control,1.0
electric utility sources,1.5
reducing haze,1.0
current Congresses,1.0
simultaneous reductions,1.0
main pollutants,1.0
sulfur dioxide,1.0
multiple emissions,1.0
multipollutant proposal,1.0
air pollution,1.0
electricity generators,1.0
mercury emissions,1.0
