Themes/Phrases,strength
cooperative relationships,1.0
information system,1.0
information-sharing organizations,1.0
system administrator,1.0
trusted relationships,1.0
Internet service provider,1.5
candid discussions,1.0
law enforcement entities,1.5
law enforcement organizations,1.5
law enforcement community,1.5
included members,1.0
shared expertise,1.0
computer forensics,1.0
law enforcement entities,1.5
computer-related evidence,1.0
information-sharing groups,1.0
encouraged organizations,1.0
law enforcement officers,1.5
law enforcement organizations,1.5
electronic crimes,1.0
facilitated law enforcement investigations,2.0
provided law enforcement,1.5
valuable learning experience,1.5
potential professionals,1.0
expert witnesses,1.0
critical success factors,1.5
professional relationships,1.0
technical expertise,1.0
large network,1.0
critical infrastructures-an effort,1.5
maintaining trust,1.0
effective information sharing,1.5
shared information,1.0
adequate funding,1.0
membership base,1.0
original members,1.0
establishing trust,1.0
broad subjects,1.0
computer forensics,1.0
saw value,1.0
past general topics,1.5
enthusiastic members,1.0
appropriate skills,1.0
organization staff,1.0
Effective Information,1.0
developing agreements,1.0
participating organizations,1.0
commercial competitors,1.0
existing trust relationship,1.5
individual leaders,1.0
law enforcement community,1.5
government entities,1.0
effective member participation,1.5
investigating crime,1.0
federal agencies,1.0
Developing Agreements,1.0
took time,1.0
one-on-one relationships,1.0
Institutionalizing trust,1.0
institutionalize trust,1.0
potentially sensitive,1.0
Information sharing,1.0
informationsharing agreements,1.0
formal agreements,1.0
large organizations,1.0
federal entities,1.0
senior management understanding,1.5
formal agreements,1.0
shared information,1.0
disseminating information,1.0
information-sharing agreements,1.0
damaging information,1.0
staff turnover,1.0
required members,1.0
regarding disclosure,1.0
potentially confidential,1.0
constituent members,1.0
sensitive details,1.0
collaborative effort,1.0
needed vulnerability information,1.5
adequate funding,1.0
various items,1.0
including mailings,1.0
potential liability,1.0
potentially sensitive,1.0
negative results,1.0
existing exemptions,1.0
technological enhancements,1.0
meeting space,1.0
information-sharing agreements,1.0
permanent staff,1.0
federal entities,1.0
secure Web,1.0
faced challenges,1.0
several organizations,1.0
voluntary contributions,1.0
gaining clients,1.0
honest information,1.0
prospective companies,1.0
relevant information,1.0
economic times,1.0
management support,1.0
entire group,1.0
individual members,1.0
information-sharing organizations,1.0
effective information,1.0
Staff members,1.0
chartered number,1.0
working arrangements,1.0
formidable challenge,1.0
membership base,1.0
transient membership,1.0
technology area,1.0
keeping abreast,1.0
emerging issues,1.0
technical experience,1.0
Critical Infrastructure Protection,1.5
information technology professionals,1.5
information sharing,1.0
pertinent skills,1.0
member organizations,1.0
changed employers,1.0
competitive pay,1.0
professional staff,1.0
used contractors,1.0
operational skills,1.0
administrative staffs,1.0
arranging meetings,1.0
informationsharing organization,1.0
communications mechanisms,1.0
Critical Success Factors,1.5
difficult challenge,1.0
encouraging volunteers,1.0
nonfederal analysis centers,1.5
related risks,1.0
critical infrastructure,1.0
information sharing,1.0
important aspects,1.0
preventative measures,1.0
trusted relationships,1.0
administrative staffs,1.0
computer-based attacks,1.0
timely information,1.0
critical success factors,1.5
computer-based vulnerabilities,1.0
sharing information,1.0
nonfederal entities,1.0
communication mechanisms,1.0
useful information,1.0
administrative tasks,1.0
Information sharing,1.0
protection strategy evolves,1.5
privatesector entities,1.0
critical infrastructure protection,1.5
information-sharing aspect,1.0
passed legislation,1.0
adequate funding,1.0
critical infrastructure protection purposes,2.0
antitrust law violations,1.5
considering measures,1.0
nonfederal entities,1.0
infrastructure protection information,1.5
2000 computing challenge,1.5
federal agencies,1.0
private-sector entities,1.0
legal liability,1.0
public disclosure,1.0
maintaining staff,1.0
infrastructure protection goals,1.5
important hearings,1.0
information sharing,1.0
supporting points,1.0
private efforts,1.0
critical infrastructures,1.0
Participants Comments,1.0
sending copies,1.0
lead agencies,1.0
critical success factors,1.5
congressional committees,1.0
sending copies,1.0
Major contributors,1.0
overall objective,1.0
critical success factors,1.5
developing relationships,1.0
computer-based vulnerabilities,1.0
information-sharing organizations,1.0
soliciting suggestions,1.0
federal organizations,1.0
information technology management,1.5
information-sharing relationships,1.0
information sharing,1.0
business backgrounds-such,1.0
information security,1.0
private organizations,1.0
timecritical information,1.0
academic community,1.0
varying sizes,1.0
medical professionals,1.0
enforcement officers,1.0
relevant documents,1.0
information sharing,1.0
supporting points,1.0
regional network,1.0
major information management issues,2.0
federal agencies,1.0
information-sharing entity,1.0
computer scientists,1.0
critical success factors,1.5
solicited comments,1.0
information systems security,1.5
initial discussions,1.0
computer-based vulnerabilities,1.0
knowledgeable members,1.0
observed meetings,1.0
organization officials,1.0
supporting documentation,1.0
auditing standards,1.0
140 government entities,1.5
commercial firms,1.0
Internet technologies,1.0
confidential ways,1.0
daily jobs,1.0
security challenges,1.0
electronic infrastructures,1.0
federal governments,1.0
Canadian Provinces,1.0
common problems,1.0
security threats,1.0
systems security,1.0
electronic information,1.0
research specific,1.0
educational opportunities,1.0
quarterly meetings,1.0
Information sharing,1.0
assisting entities,1.0
federal agency,1.0
quarterly meetings,1.0
informal meetings,1.0
healthful environments,1.0
foodborne illness,1.0
health events,1.0
information-sharing computer systems,1.5
nonfinancial assistance,1.0
public health laboratories,1.5
national network,1.0
medical director,1.0
computer systems,1.0
distribution channels,1.0
toxic exposures,1.0
epidemic outbreaks,1.0
geographic area,1.0
alerts others,1.0
food regulators,1.0
health threat,1.0
local laboratory personnel,1.5
different systems,1.0
accurate information,1.0
social science data,1.5
primary users,1.0
social-science-related data,1.0
wide audience,1.0
scientific data,1.0
computer-based incidents,1.0
data providers,1.0
network administrators,1.0
technology managers,1.0
building awareness,1.0
security issues,1.0
business personnel,1.0
diverse systems,1.0
possible outbreak,1.0
sharing information,1.0
food source,1.0
conducting research,1.0
security incidents,1.0
Internet-based network,1.0
security-related information,1.0
makers Internet,1.0
public health officials,1.5
securely conduct on-line,1.5
together demographic,1.0
major Internet security events,2.0
trusted source,1.0
providing trend,1.0
response team community,1.5
composite information,1.0
deleting information,1.0
incident response teams,1.5
2000 conversion challenge,1.5
emergency response,1.0
focal point,1.0
computer-related incidents,1.0
civilian agencies,1.0
common security problems,1.5
primary purposes,1.0
analytical support,1.0
civilian agencies,1.0
quality security products,1.5
private industry,1.0
civilian agencies,1.0
security incidents,1.0
federal agencies,1.0
collaborative relationships,1.0
computer security incidents,1.5
advisory information,1.0
incident response,1.0
emerging incident situations,1.5
potential threats,1.0
incident response capabilities,1.5
federal agencies,1.0
fosters cooperation,1.0
civilian agencies,1.0
intelligence community,1.0
criminal activities,1.0
critical information,1.0
sharing information,1.0
economic developments,1.0
alliance partnerships,1.0
secure Web site,1.5
member queries,1.0
effective information,1.0
member companies,1.0
research organizations,1.0
various areas,1.0
emerging technology,1.0
information security,1.0
global business environments,1.5
security programs,1.0
analytical reports,1.0
personal contacts,1.0
4 member companies,1.5
allowing representatives,1.0
follow-on discussions,1.0
informal discussions,1.0
geographic region,1.0
formal presentations,1.0
risk-management issues,1.0
